+ cd /ocean/projects/cis230065p/ashah12/cautical
+ export PYTHONUNBUFFERED=1
+ PYTHONUNBUFFERED=1
+ python3 run_cadical_experiments.py -j 64 --command polarity --timeout 10
Running on 32 files  |  2 base combos x 10 reps  +  2 orderi combos x 1 reps
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep8  10.04s  |  e  --globalbothpol=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_f…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep3  10.03s  |  e  --globalbothpol=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_writ…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep7  10.06s  |  e  --globalbothpol=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_f…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep1  10.05s  |  e  --globalbothpol=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_writ…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep6  10.07s  |  e  --globalbothpol=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_f…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep6  10.04s  |  e  --globalbothpol=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_writ…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep9  10.06s  |  e  --globalbothpol=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_f…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep5  10.08s  |  e  --globalbothpol=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_f…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep2  10.06s  |  e  --globalbothpol=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_writ…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep4  10.06s  |  e  --globalbothpol=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_writ…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep8  10.04s  |  e  --globalbothpol=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_writ…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep2  10.04s  |  e  --globalbothpol=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_wri…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep7  10.05s  |  e  --globalbothpol=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_writ…
