+ cd /ocean/projects/cis230065p/ashah12/cautical
+ export PYTHONUNBUFFERED=1
+ PYTHONUNBUFFERED=1
+ python3 run_cadical_experiments.py -j 64 --command bcp --timeout 10
Running on 32 files  |  2 base combos x 10 reps  +  2 orderi combos x 1 reps
[TIMEOUT ] 11db226d109e82f93aaa3b2604173ff9-posixpath__joinrealpath_13.cnf base rep3  10.10s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/11db226d109e82f93aaa3b2604173ff9-posixpath__join…
[TIMEOUT ] 11db226d109e82f93aaa3b2604173ff9-posixpath__joinrealpath_13.cnf base rep4  10.11s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/11db226d109e82f93aaa3b2604173ff9-posixpath__join…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep3  10.02s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep1  10.03s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 112b0ac22b2a567cd3badfed3a5497fd-mchess16-mixed-35percent-blocked.cnf base rep10 10.18s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/112b0ac22b2a567cd3badfed3a5497fd-mchess16-mixed-3…
[TIMEOUT ] 11db226d109e82f93aaa3b2604173ff9-posixpath__joinrealpath_13.cnf base rep7  10.11s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/11db226d109e82f93aaa3b2604173ff9-posixpath__join…
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep10 10.07s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep5  10.07s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep8  10.10s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep4  10.08s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep7  10.08s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep4  10.05s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep8  10.08s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep2  10.10s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep2  10.07s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep2  10.13s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep6  10.12s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep9  10.12s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep9  10.10s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep4  10.16s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep3  10.13s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf base rep10 10.11s  |  build/cadical --report=true --chrono=false --global=true --globalpreprocess=true --globalalphaasort=true --globalalphaagreedy=true --globalrecord=false  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep5  10.01s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep6  10.01s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep9  10.02s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep2  10.05s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep7  10.07s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep8  10.07s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep4  10.02s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_11…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep6  10.06s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep3  10.03s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_11…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep1  10.01s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_1…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep2  10.04s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_11…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep1  10.09s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep10 10.09s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep7  10.07s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep9  10.10s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep10 10.04s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_11…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep9  10.05s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_11…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep1  10.08s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_11…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep10 10.09s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep9  10.02s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_1…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep5  10.08s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_11…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep10 10.03s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_1…
[TIMEOUT ] 21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf base rep3  10.15s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep4  10.06s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_1…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep8  10.06s  |  e  --globalbcp=false /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_1…
[TIMEOUT ] 246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf base rep7  10.09s  |  e  --globalbcp=true /ocean/projects/cis230065p/ashah12/cautical/satcomp_benchmarks_target/246afd75cb97a21144f368c00252a656-BZ2File_write_11…
